wav,txt
fechas1/train/fechas1_000475.wav,el siguiente jueves (4)
fechas1/train/fechas1_000476.wav,el jueves (4) que viene
fechas1/train/fechas1_000477.wav,por favor el miércoles (3)
fechas1/train/fechas1_000478.wav,pasado mañana (+2)
fechas1/train/fechas1_000479.wav,este miércoles (3) por favor
fechas1/train/fechas1_000480.wav,por favor el próximo viernes (5)
fechas1/train/fechas1_000481.wav,el próximo miércoles (3)
fechas1/train/fechas1_000482.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_000483.wav,en tres días (+3)
fechas1/train/fechas1_000484.wav,el siguiente jueves (4)
fechas1/train/fechas1_000485.wav,pasado mañana (+2) gracias
fechas1/train/fechas1_000486.wav,pasado mañana (+2)
fechas1/train/fechas1_000487.wav,por favor el viernes (5)
fechas1/train/fechas1_000488.wav,este jueves (4)
fechas1/train/fechas1_000489.wav,el próximo martes (2)
fechas1/train/fechas1_000490.wav,por favor este martes (2) siguiente
fechas1/train/fechas1_000491.wav,el siguiente viernes (5) por favor
fechas1/train/fechas1_000492.wav,este lunes (1) siguiente
fechas1/train/fechas1_000493.wav,el siguiente viernes (5)
fechas1/train/fechas1_000494.wav,en tres días (+3)
fechas1/train/fechas1_000495.wav,el lunes (1) gracias
fechas1/train/fechas1_000496.wav,el próximo lunes (1)
fechas1/train/fechas1_000497.wav,en tres días (+3)
fechas1/train/fechas1_000498.wav,el próximo miércoles (3) gracias
fechas1/train/fechas1_000499.wav,el miércoles (3) próximo por favor
fechas1/train/fechas1_000500.wav,por favor el viernes (5)
fechas1/train/fechas1_000501.wav,en un par de días (+2)
fechas1/train/fechas1_000502.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000503.wav,este martes (2)
fechas1/train/fechas1_000504.wav,en un par de días (+2)
fechas1/train/fechas1_000505.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_000506.wav,el martes (2)
fechas1/train/fechas1_000507.wav,el jueves (4) siguiente gracias
fechas1/train/fechas1_000508.wav,el jueves (4) que viene
fechas1/train/fechas1_000509.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_000510.wav,este viernes (5) próximo
fechas1/train/fechas1_000511.wav,el próximo jueves (4)
fechas1/train/fechas1_000512.wav,este martes (2)
fechas1/train/fechas1_000513.wav,el próximo martes (2) por favor
fechas1/train/fechas1_000514.wav,por favor el siguiente viernes (5)
fechas1/train/fechas1_000515.wav,pasado mañana (+2)
fechas1/train/fechas1_000516.wav,el próximo jueves (4) gracias
fechas1/train/fechas1_000517.wav,en tres días (+3)
fechas1/train/fechas1_000518.wav,este lunes (1)
fechas1/train/fechas1_000519.wav,este viernes (5) gracias
fechas1/train/fechas1_000520.wav,por favor este jueves (4) próximo
fechas1/train/fechas1_000521.wav,el lunes (1)
fechas1/train/fechas1_000522.wav,por favor en tres días (+3)
fechas1/train/fechas1_000523.wav,por favor este martes (2)
fechas1/train/fechas1_000524.wav,el próximo martes (2)
fechas1/train/fechas1_000525.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_000526.wav,el jueves (4)
fechas1/train/fechas1_000527.wav,en tres días (+3)
fechas1/train/fechas1_000528.wav,el jueves (4) siguiente
fechas1/train/fechas1_000529.wav,el jueves (4) que viene gracias
fechas1/train/fechas1_000530.wav,por favor este lunes (1)
fechas1/train/fechas1_000531.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000532.wav,el próximo lunes (1)
fechas1/train/fechas1_000533.wav,mañana (+1) gracias
fechas1/train/fechas1_000534.wav,el miércoles (3) que viene
fechas1/train/fechas1_000535.wav,este martes (2) próximo por favor
fechas1/train/fechas1_000536.wav,en un par de días (+2) por favor
fechas1/train/fechas1_000537.wav,el siguiente jueves (4)
fechas1/train/fechas1_000538.wav,por favor el próximo martes (2)
fechas1/train/fechas1_000539.wav,el martes (2) que viene por favor
fechas1/train/fechas1_000540.wav,el próximo miércoles (3)
fechas1/train/fechas1_000541.wav,este viernes (5)
fechas1/train/fechas1_000542.wav,este lunes (1) próximo
fechas1/train/fechas1_000543.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_000544.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_000545.wav,en tres días (+3) gracias
fechas1/train/fechas1_000546.wav,este jueves (4) próximo
fechas1/train/fechas1_000547.wav,el viernes (5)
fechas1/train/fechas1_000548.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_000549.wav,este jueves (4) próximo
fechas1/train/fechas1_000550.wav,el jueves (4) gracias
fechas1/train/fechas1_000551.wav,por favor en un par de días (+2)
fechas1/train/fechas1_000552.wav,mañana (+1)
fechas1/train/fechas1_000553.wav,este viernes (5) por favor
fechas1/train/fechas1_000554.wav,mañana (+1)
fechas1/train/fechas1_000555.wav,en un par de días (+2)
fechas1/train/fechas1_000556.wav,este jueves (4) próximo
fechas1/train/fechas1_000557.wav,el lunes (1)
fechas1/train/fechas1_000558.wav,en un par de días (+2)
fechas1/train/fechas1_000559.wav,el viernes (5)
fechas1/train/fechas1_000560.wav,este lunes (1) que viene por favor
fechas1/train/fechas1_000561.wav,por favor en un par de días (+2)
fechas1/train/fechas1_000562.wav,mañana (+1) gracias
fechas1/train/fechas1_000563.wav,en un par de días (+2)
fechas1/train/fechas1_000564.wav,el miércoles (3) próximo por favor
fechas1/train/fechas1_000565.wav,en un par de días (+2)
fechas1/train/fechas1_000566.wav,el lunes (1) por favor
fechas1/train/fechas1_000567.wav,este viernes (5) siguiente
fechas1/train/fechas1_000568.wav,el lunes (1) que viene
fechas1/train/fechas1_000569.wav,el viernes (5)
fechas1/train/fechas1_000570.wav,en tres días (+3)
fechas1/train/fechas1_000571.wav,el martes (2)
fechas1/train/fechas1_000572.wav,por favor en un par de días (+2)
fechas1/train/fechas1_000573.wav,por favor este viernes (5) próximo
fechas1/train/fechas1_000574.wav,en tres días (+3) por favor
fechas1/train/fechas1_000575.wav,en un par de días (+2)
fechas1/train/fechas1_000576.wav,el martes (2) próximo
fechas1/train/fechas1_000577.wav,por favor el miércoles (3) próximo
fechas1/train/fechas1_000578.wav,el próximo viernes (5)
fechas1/train/fechas1_000579.wav,en un par de días (+2) por favor
fechas1/train/fechas1_000580.wav,por favor en tres días (+3)
fechas1/train/fechas1_000581.wav,este jueves (4) gracias
fechas1/train/fechas1_000582.wav,este miércoles (3) que viene
fechas1/train/fechas1_000583.wav,el martes (2)
fechas1/train/fechas1_000584.wav,este martes (2) gracias
fechas1/train/fechas1_000585.wav,este martes (2) por favor
fechas1/train/fechas1_000586.wav,el siguiente lunes (1) gracias
fechas1/train/fechas1_000587.wav,el siguiente miércoles (3) por favor
fechas1/train/fechas1_000588.wav,en tres días (+3) gracias
fechas1/train/fechas1_000589.wav,en tres días (+3) por favor
fechas1/train/fechas1_000590.wav,pasado mañana (+2)
fechas1/train/fechas1_000591.wav,el lunes (1)
fechas1/train/fechas1_000592.wav,el lunes (1) próximo
fechas1/train/fechas1_000593.wav,el próximo viernes (5) por favor
fechas1/train/fechas1_000594.wav,este miércoles (3)
fechas1/train/fechas1_000595.wav,este miércoles (3)
fechas1/train/fechas1_000596.wav,en tres días (+3)
fechas1/train/fechas1_000597.wav,este martes (2) siguiente
fechas1/train/fechas1_000598.wav,el lunes (1)
fechas1/train/fechas1_000599.wav,por favor el próximo lunes (1)
fechas1/train/fechas1_000600.wav,por favor el siguiente lunes (1)
fechas1/train/fechas1_000601.wav,en tres días (+3)
fechas1/train/fechas1_000602.wav,mañana (+1)
fechas1/train/fechas1_000603.wav,el siguiente viernes (5)
fechas1/train/fechas1_000604.wav,este martes (2) próximo
fechas1/train/fechas1_000605.wav,en tres días (+3)
fechas1/train/fechas1_000606.wav,en un par de días (+2)
fechas1/train/fechas1_000607.wav,mañana (+1)
fechas1/train/fechas1_000608.wav,el viernes (5) próximo
fechas1/train/fechas1_000609.wav,el próximo lunes (1)
fechas1/train/fechas1_000610.wav,en tres días (+3)
fechas1/train/fechas1_000611.wav,el jueves (4) próximo
fechas1/train/fechas1_000612.wav,el lunes (1)
fechas1/train/fechas1_000613.wav,este jueves (4)
fechas1/train/fechas1_000614.wav,el lunes (1) que viene
fechas1/train/fechas1_000615.wav,el viernes (5) que viene
fechas1/train/fechas1_000616.wav,el viernes (5)
fechas1/train/fechas1_000617.wav,este jueves (4) siguiente
fechas1/train/fechas1_000618.wav,este lunes (1)
fechas1/train/fechas1_000619.wav,este viernes (5) próximo gracias
fechas1/train/fechas1_000620.wav,el próximo lunes (1)
fechas1/train/fechas1_000621.wav,mañana (+1) por favor
fechas1/train/fechas1_000622.wav,por favor el jueves (4)
fechas1/train/fechas1_000623.wav,por favor el próximo martes (2)
fechas1/train/fechas1_000624.wav,por favor el viernes (5) próximo
fechas1/train/fechas1_000625.wav,el siguiente miércoles (3)
fechas1/train/fechas1_000626.wav,el siguiente viernes (5) gracias
fechas1/train/fechas1_000627.wav,este jueves (4)
fechas1/train/fechas1_000628.wav,el lunes (1) que viene
fechas1/train/fechas1_000629.wav,este miércoles (3)
fechas1/train/fechas1_000630.wav,este jueves (4)
fechas1/train/fechas1_000631.wav,el miércoles (3) que viene gracias
fechas1/train/fechas1_000632.wav,el próximo jueves (4)
fechas1/train/fechas1_000633.wav,este martes (2) siguiente
fechas1/train/fechas1_000634.wav,el siguiente miércoles (3)
fechas1/train/fechas1_000635.wav,este lunes (1)
fechas1/train/fechas1_000636.wav,el jueves (4) siguiente por favor
fechas1/train/fechas1_000637.wav,el viernes (5) siguiente
fechas1/train/fechas1_000638.wav,en tres días (+3)
fechas1/train/fechas1_000639.wav,este miércoles (3) gracias
fechas1/train/fechas1_000640.wav,el próximo miércoles (3) por favor
fechas1/train/fechas1_000641.wav,el lunes (1) gracias
fechas1/train/fechas1_000642.wav,este martes (2) que viene
fechas1/train/fechas1_000643.wav,en un par de días (+2) por favor
fechas1/train/fechas1_000644.wav,el siguiente miércoles (3)
fechas1/train/fechas1_000645.wav,en tres días (+3)
fechas1/train/fechas1_000646.wav,en tres días (+3)
fechas1/train/fechas1_000647.wav,el próximo jueves (4)
fechas1/train/fechas1_000648.wav,el lunes (1) que viene por favor
fechas1/train/fechas1_000649.wav,este miércoles (3) que viene
fechas1/train/fechas1_000650.wav,en un par de días (+2)
fechas1/train/fechas1_000651.wav,este jueves (4)
fechas1/train/fechas1_000652.wav,el viernes (5) próximo
fechas1/train/fechas1_000653.wav,el siguiente jueves (4) gracias
fechas1/train/fechas1_000654.wav,este jueves (4)
fechas1/train/fechas1_000655.wav,este martes (2) próximo
fechas1/train/fechas1_000656.wav,el miércoles (3)
fechas1/train/fechas1_000657.wav,el martes (2)
fechas1/train/fechas1_000658.wav,este lunes (1)
fechas1/train/fechas1_000659.wav,el jueves (4)
fechas1/train/fechas1_000660.wav,este viernes (5) por favor
fechas1/train/fechas1_000661.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_000662.wav,por favor el siguiente martes (2)
fechas1/train/fechas1_000663.wav,el jueves (4) próximo por favor
fechas1/train/fechas1_000664.wav,el próximo miércoles (3) por favor
fechas1/train/fechas1_000665.wav,este martes (2) próximo
fechas1/train/fechas1_000666.wav,por favor este lunes (1)
fechas1/train/fechas1_000667.wav,el siguiente viernes (5)
fechas1/train/fechas1_000668.wav,el próximo martes (2)
fechas1/train/fechas1_000669.wav,en un par de días (+2)
fechas1/train/fechas1_000670.wav,este miércoles (3) próximo por favor
fechas1/train/fechas1_000671.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000672.wav,el viernes (5)
fechas1/train/fechas1_000673.wav,pasado mañana (+2)
fechas1/train/fechas1_000674.wav,este viernes (5) por favor
fechas1/train/fechas1_000675.wav,pasado mañana (+2)
fechas1/train/fechas1_000676.wav,el próximo martes (2)
fechas1/train/fechas1_000677.wav,por favor el miércoles (3) próximo
fechas1/train/fechas1_000678.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_000679.wav,este miércoles (3) que viene
fechas1/train/fechas1_000680.wav,el miércoles (3) próximo gracias
fechas1/train/fechas1_000681.wav,el siguiente martes (2)
fechas1/train/fechas1_000682.wav,por favor el siguiente jueves (4)
fechas1/train/fechas1_000683.wav,este lunes (1) siguiente
fechas1/train/fechas1_000684.wav,en tres días (+3)
fechas1/train/fechas1_000685.wav,pasado mañana (+2)
fechas1/train/fechas1_000686.wav,mañana (+1)
fechas1/train/fechas1_000687.wav,por favor el siguiente miércoles (3)
fechas1/train/fechas1_000688.wav,el siguiente martes (2)
fechas1/train/fechas1_000689.wav,mañana (+1) gracias
fechas1/train/fechas1_000690.wav,en tres días (+3)
fechas1/train/fechas1_000691.wav,el próximo jueves (4) por favor
fechas1/train/fechas1_000692.wav,el martes (2) siguiente gracias
fechas1/train/fechas1_000693.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000694.wav,en tres días (+3)
fechas1/train/fechas1_000695.wav,por favor el jueves (4)
fechas1/train/fechas1_000696.wav,el martes (2) gracias
fechas1/train/fechas1_000697.wav,pasado mañana (+2) por favor
fechas1/train/fechas1_000698.wav,el viernes (5)
fechas1/train/fechas1_000699.wav,el siguiente viernes (5)
fechas1/train/fechas1_000700.wav,este miércoles (3) por favor
fechas1/train/fechas1_000701.wav,este miércoles (3)
fechas1/train/fechas1_000702.wav,por favor pasado mañana (+2)
fechas1/train/fechas1_000703.wav,el siguiente jueves (4)
fechas1/train/fechas1_000704.wav,el martes (2) gracias
fechas1/train/fechas1_000705.wav,mañana (+1) gracias
fechas1/train/fechas1_000706.wav,el próximo miércoles (3)
fechas1/train/fechas1_000707.wav,el siguiente viernes (5)
fechas1/train/fechas1_000708.wav,el jueves (4) próximo gracias
fechas1/train/fechas1_000709.wav,este miércoles (3) siguiente
fechas1/train/fechas1_000710.wav,el próximo viernes (5)
fechas1/train/fechas1_000711.wav,mañana (+1)
fechas1/train/fechas1_000712.wav,por favor en tres días (+3)
fechas1/train/fechas1_000713.wav,el lunes (1) siguiente
fechas1/train/fechas1_000714.wav,el lunes (1) por favor
fechas1/train/fechas1_000715.wav,este lunes (1) gracias
fechas1/train/fechas1_000716.wav,el lunes (1)
fechas1/train/fechas1_000717.wav,el jueves (4) próximo gracias
fechas1/train/fechas1_000718.wav,en tres días (+3)
fechas1/train/fechas1_000719.wav,el viernes (5) próximo gracias
fechas1/train/fechas1_000720.wav,este viernes (5) siguiente gracias
fechas1/train/fechas1_000721.wav,este viernes (5)
fechas1/train/fechas1_000722.wav,este viernes (5) que viene por favor
fechas1/train/fechas1_000723.wav,este viernes (5) siguiente gracias
fechas1/train/fechas1_000724.wav,este viernes (5) que viene por favor
fechas1/train/fechas1_000725.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000726.wav,mañana (+1)
fechas1/train/fechas1_000727.wav,por favor en un par de días (+2)
fechas1/train/fechas1_000728.wav,el lunes (1)
fechas1/train/fechas1_000729.wav,este jueves (4)
fechas1/train/fechas1_000730.wav,el próximo viernes (5)
fechas1/train/fechas1_000731.wav,pasado mañana (+2)
fechas1/train/fechas1_000732.wav,el lunes (1) por favor
fechas1/train/fechas1_000733.wav,en un par de días (+2) por favor
fechas1/train/fechas1_000734.wav,el próximo martes (2)
fechas1/train/fechas1_000735.wav,mañana (+1)
fechas1/train/fechas1_000736.wav,en un par de días (+2)
fechas1/train/fechas1_000737.wav,este viernes (5)
fechas1/train/fechas1_000738.wav,el jueves (4)
fechas1/train/fechas1_000739.wav,por favor en tres días (+3)
fechas1/train/fechas1_000740.wav,en tres días (+3) por favor
fechas1/train/fechas1_000741.wav,el martes (2)
fechas1/train/fechas1_000742.wav,el próximo martes (2)
fechas1/train/fechas1_000743.wav,por favor en tres días (+3)
fechas1/train/fechas1_000744.wav,en un par de días (+2) gracias
fechas1/train/fechas1_000745.wav,por favor el lunes (1) próximo
fechas1/train/fechas1_000746.wav,pasado mañana (+2)
fechas1/train/fechas1_000747.wav,en tres días (+3) gracias
fechas1/train/fechas1_000748.wav,el viernes (5) que viene gracias
fechas1/train/fechas1_000749.wav,este martes (2) próximo
fechas1/train/fechas1_000750.wav,este jueves (4) próximo
fechas1/train/fechas1_000751.wav,el miércoles (3) próximo
fechas1/train/fechas1_000752.wav,el siguiente martes (2) por favor
fechas1/train/fechas1_000753.wav,en tres días (+3) por favor
fechas1/train/fechas1_000754.wav,el siguiente jueves (4)
fechas1/train/fechas1_000755.wav,por favor este viernes (5)
fechas1/train/fechas1_000756.wav,el martes (2) gracias
fechas1/train/fechas1_000757.wav,el viernes (5) próximo
fechas1/train/fechas1_000758.wav,el miércoles (3) siguiente
fechas1/train/fechas1_000759.wav,este viernes (5) próximo
fechas1/train/fechas1_000760.wav,en tres días (+3)
fechas1/train/fechas1_000761.wav,el miércoles (3) gracias
fechas1/train/fechas1_000762.wav,el jueves (4)
fechas1/train/fechas1_000763.wav,pasado mañana (+2)
fechas1/train/fechas1_000764.wav,en un par de días (+2) por favor
fechas1/train/fechas1_000765.wav,el siguiente martes (2) gracias
fechas1/train/fechas1_000766.wav,en un par de días (+2)
fechas1/train/fechas1_000767.wav,el miércoles (3) próximo
fechas1/train/fechas1_000768.wav,este miércoles (3)
fechas1/train/fechas1_000769.wav,en un par de días (+2)
fechas1/train/fechas1_000770.wav,el jueves (4) próximo
